classTitle,x1,y1,x2,y2
Half,430,1431,472,1492
Half,304,1398,346,1487
Half,691,747,732,833
Half,762,747,804,833
Half,1271,567,1312,632
Quarter,1161,567,1201,631
Quarter,1216,567,1256,640
Half,658,980,700,1053
Half,727,964,771,1055
Half,800,981,842,1056
Half,871,997,913,1057
Half,942,981,983,1049
Half,1013,981,1054,1049
Half,1251,981,1293,1054
Half,1321,964,1364,1055
Half,1392,981,1435,1055
Half,1464,997,1506,1058
Half,1103,1169,1147,1255
Half,1175,1169,1217,1255
Half,1653,1165,1696,1229
Half,1724,1164,1765,1230
Half,239,1414,282,1486
Half,366,1414,409,1490
Half,494,1414,535,1482
Half,556,1413,600,1482
Half,773,1414,815,1473
Half,838,1396,878,1472
Half,900,1388,943,1471
Half,963,1397,1006,1470
Half,1026,1379,1069,1453
Half,1090,1397,1132,1457
Half,1267,1387,1309,1465
Half,1331,1371,1372,1468
Half,1395,1388,1435,1468
Half,1458,1405,1499,1469
Half,1521,1388,1563,1452
Half,1584,1388,1626,1452
Half,1668,1592,1711,1658
Half,1731,1593,1772,1658
Half,641,1597,683,1684
Half,704,1596,746,1684
Half,240,1818,282,1882
Half,306,1800,347,1880
Half,371,1791,412,1878
Half,436,1800,476,1877
Half,747,1843,788,1916
Half,812,1826,853,1918
Half,876,1843,919,1919
Half,943,1860,984,1919
Half,1008,1843,1050,1911
Half,1072,1843,1114,1911
Half,1294,1843,1335,1916
Half,1360,1826,1400,1917
Half,1423,1844,1466,1918
Half,1489,1860,1532,1920
Half,1553,1843,1596,1912
Half,1620,1852,1661,1916
Half,611,2019,654,2084
Half,676,2022,718,2093
Half,1158,2023,1201,2110
Half,1223,2023,1265,2110
Half,503,2420,545,2507
Half,565,2420,606,2507
Half,1331,2421,1374,2507
Half,1393,2420,1435,2507
Half,1001,2249,1044,2314
Quarter,906,2249,948,2314
Quarter,954,2249,995,2322
Half,1650,747,1693,833
Half,1723,747,1764,833
One,391,748,433,825
One,860,748,904,825
One,1368,748,1411,825
One,260,1169,303,1247
One,555,1143,595,1212
One,679,1168,720,1246
One,1271,1168,1313,1247
One,1174,1598,1217,1675
One,1287,1581,1329,1650
One,793,1597,836,1675
One,260,1599,302,1675
One,260,2007,303,2076
One,766,2024,809,2101
One,1314,2024,1356,2101
One,261,2422,302,2498
One,652,2421,694,2498
One,1088,2421,1130,2498
Double,1535,981,1575,1049
Double,1604,2202,1645,2304
Four,1481,2481,1510,2498
One,1154,1371,1195,1439
One,1705,1809,1747,1877
