classTitle,x1,y1,x2,y2
Half,404,545,438,601
Half,494,530,527,600
Half,582,530,616,601
Half,671,545,705,601
Half,776,487,809,580
Half,759,665,794,725
Half,1008,478,1042,571
Half,1377,479,1409,573
Half,991,644,1027,704
Half,1359,658,1395,716
Half,250,981,283,1037
Half,315,967,349,1037
Half,381,966,414,1038
Half,444,981,479,1037
Half,526,922,559,1017
Half,696,914,729,1009
Half,970,915,1004,1008
Half,1290,980,1324,1036
Half,1355,967,1388,1037
Half,1420,966,1453,1037
Half,1485,980,1519,1036
Half,1565,922,1599,1016
Half,1736,915,1769,1008
Half,510,1102,544,1161
Half,679,1080,715,1139
Half,954,1095,990,1153
Half,1549,1101,1584,1160
Half,1719,1130,1753,1189
Half,448,1353,482,1445
Half,783,1359,818,1432
Half,847,1359,881,1418
Half,912,1363,947,1431
Half,977,1364,1011,1445
Half,1042,1380,1076,1453
Half,1211,1373,1245,1445
Half,432,1532,468,1591
Half,1042,1530,1076,1589
Half,1193,1553,1229,1612
Half,550,1853,585,1911
Half,664,1840,698,1907
Half,777,1832,811,1907
Half,891,1840,926,1904
Half,1048,1811,1084,1867
Half,1162,1816,1196,1882
Half,890,1954,926,2049
Half,1333,1954,1370,2047
Half,483,2289,519,2346
Half,549,2274,585,2344
Half,614,2268,649,2340
Half,678,2274,714,2339
Half,1476,2258,1508,2317
Half,1524,2289,1559,2346
Half,1589,2274,1623,2343
Half,1654,2268,1689,2341
Half,1718,2275,1754,2340
Half,679,2389,714,2483
Half,944,2389,980,2484
Half,1718,2389,1754,2484
Half,435,2259,469,2318
One,865,501,899,580
One,1125,494,1160,572
One,848,665,884,722
One,1110,644,1143,700
One,591,938,626,1017
One,789,930,822,1008
One,1630,937,1666,1016
One,1614,1101,1649,1158
One,575,1101,609,1158
One,772,1081,807,1137
One,266,1368,300,1445
One,1106,1382,1141,1453
One,1106,1532,1140,1588
One,550,1961,585,2032
One,1031,1954,1068,2046
One,484,2396,518,2467
One,771,2389,807,2481
One,1524,2396,1559,2467
Double,403,679,438,736
Double,1494,495,1530,573
Double,1477,658,1512,714
Double,1057,931,1092,1009
Double,1041,1095,1075,1150
Double,1288,1116,1324,1172
Double,250,1116,284,1172
Double,535,1368,569,1446
Double,517,1531,553,1588
One,250,1567,284,1623
Double,767,1552,801,1609
Double,252,1975,287,2045
Double,1278,1826,1312,1882
Double,1450,1953,1485,2045
Double,1287,2410,1324,2481
Double,1027,2389,1062,2482
Double,789,2246,823,2303
Double,250,2410,284,2481
Four,1300,1552,1323,1568
Four,1299,1417,1323,1445
