classTitle,x1,y1,x2,y2
One,241,450,275,506
Half,577,287,610,373
Half,684,286,718,359
Half,791,283,825,344
Half,898,281,933,337
Double,1028,309,1063,365
Double,1448,450,1481,507
Half,1313,448,1346,506
Half,470,448,504,506
Half,577,688,611,774
Half,684,687,718,761
Half,791,685,824,746
Half,898,683,933,739
Half,1350,711,1384,776
Half,1458,717,1491,774
Half,1566,710,1600,771
Half,1673,696,1707,769
Half,1241,866,1277,924
Half,470,850,503,908
Half,526,1126,560,1192
Half,642,1132,675,1189
Half,757,1126,792,1187
Half,873,1113,908,1185
Half,1317,1113,1351,1176
Half,1435,1104,1466,1176
Half,1550,1119,1582,1176
Half,1664,1112,1698,1176
Half,1320,1514,1352,1579
Half,1433,1521,1468,1577
Half,1549,1514,1583,1574
Half,1666,1500,1698,1572
Half,525,1930,560,1995
Half,641,1936,675,1993
Half,756,1929,792,1990
Half,874,1915,907,1988
Half,1317,1915,1351,1978
Half,1433,1908,1466,1978
Half,1548,1922,1582,1979
Half,1664,1915,1698,1978
One,1029,450,1062,506
One,1014,866,1047,921
One,241,852,275,908
Double,577,450,611,506
Double,1012,717,1049,773
Double,1350,866,1384,921
Double,577,852,611,908
Double,222,1127,257,1182
Double,1030,1098,1065,1155
Double,222,1261,257,1331
Double,526,1268,560,1338
Double,1013,1274,1048,1345
Double,1316,1253,1352,1324
Double,222,1528,257,1584
Four,238,1683,262,1712
Four,1032,1655,1056,1684
Double,222,1929,257,1985
Double,1030,1901,1064,1958
Double,222,2063,257,2134
Double,525,2071,561,2141
Double,1013,2077,1048,2148
Double,1317,2056,1351,2126
Four,238,2330,262,2344
Four,237,2486,261,2514
Four,1027,2486,1050,2513
