classTitle,x1,y1,x2,y2
Half,676,524,712,595
Half,779,521,813,588
Half,883,519,916,581
Half,986,517,1021,574
Half,1383,516,1419,574
Half,1488,519,1522,581
Half,1591,521,1624,588
Half,1696,524,1729,595
Half,554,875,588,942
Half,669,874,702,935
Half,783,871,816,928
Half,898,869,932,928
Half,1319,876,1353,935
Half,554,1218,587,1289
Half,669,1215,702,1282
Half,783,1213,817,1274
Half,898,1210,931,1267
Half,1338,1209,1371,1268
Half,1452,1213,1486,1274
Half,1567,1216,1603,1282
Half,1683,1217,1718,1289
Half,554,1561,587,1637
Half,669,1562,702,1629
Half,783,1564,817,1622
Half,898,1567,933,1643
Half,1321,1577,1356,1636
Half,1305,1728,1340,1786
Half,554,1911,588,1983
Half,669,1910,702,1976
Half,783,1907,817,1969
Half,898,1905,931,1962
Half,1378,1904,1412,1960
Half,1483,1907,1516,1969
Half,1588,1908,1622,1977
Half,1693,1912,1727,1982
Half,1678,2075,1711,2131
Half,1573,2068,1607,2129
Half,1467,2060,1501,2127
Half,1361,2053,1396,2124
Half,539,2075,573,2131
Half,652,2068,687,2128
Half,768,2060,801,2127
Half,882,2053,916,2125
Half,554,2261,590,2329
Half,669,2260,702,2321
Half,783,2257,817,2314
Half,898,2255,932,2314
Half,1320,2262,1354,2321
Half,537,2421,572,2477
Half,652,2413,687,2475
Half,768,2407,801,2472
Half,881,2406,916,2470
Half,1303,2413,1338,2472
One,1036,871,1071,928
One,1040,1586,1074,1643
One,1025,1714,1058,1769
One,1037,1904,1070,1961
One,1021,2053,1055,2110
One,1037,2258,1071,2314
One,1021,2407,1055,2462
Double,407,538,442,595
Double,1112,517,1147,573
Double,254,885,290,942
Double,1452,879,1486,935
Double,254,1232,289,1289
Double,1036,1211,1071,1268
Double,254,1579,290,1636
Double,1454,1578,1489,1636
Double,1437,1728,1472,1784
Double,254,1926,289,1983
Double,237,2075,273,2131
Double,254,2272,289,2329
Double,238,2420,273,2476
Double,1452,2265,1488,2321
Double,1436,2413,1471,2469
Four,407,701,431,716
Four,1113,679,1136,694
Four,254,1034,278,1048
Four,1036,1020,1060,1035
Four,254,1395,278,1409
Four,1036,1359,1059,1374
Four,254,1714,278,1728
