classTitle,x1,y1,x2,y2
Half,447,595,489,672
Half,554,590,593,656
Half,836,571,875,646
Half,943,570,984,629
Half,1050,574,1090,637
Half,1285,559,1327,629
Quarter,1177,577,1218,655
Half,1393,555,1433,620
Half,279,1141,317,1211
Half,380,1138,420,1203
Half,1026,1158,1068,1237
Half,1128,1156,1168,1220
Half,1395,1137,1437,1211
Half,1497,1133,1538,1195
Half,1598,1137,1640,1203
Quarter,1718,1142,1761,1221
Half,278,1684,319,1754
Half,383,1682,425,1746
Half,808,1676,847,1737
Half,914,1681,952,1745
Half,1566,1703,1606,1776
Half,1673,1721,1712,1780
Half,562,2215,601,2288
Half,664,2211,705,2271
Half,1056,2238,1098,2310
Half,1159,2253,1201,2317
Half,1572,2254,1613,2314
Half,1673,2237,1715,2311
GClef,280,528,326,656
FClef,281,808,328,866
GClef,168,1093,213,1221
FClef,168,1355,217,1409
FClef,167,1893,216,1949
GClef,168,1653,213,1781
GClef,168,2188,213,2315
FClef,167,2420,216,2477
One,687,577,729,646
One,1500,561,1541,630
One,1648,568,1689,655
One,1049,791,1093,860
One,1648,808,1689,877
One,481,1142,524,1212
One,622,1151,662,1220
One,1255,1143,1297,1211
One,622,1337,663,1405
One,1027,1337,1067,1405
One,1598,1337,1641,1405
One,490,1668,532,1737
One,636,1668,677,1737
One,1019,1686,1062,1754
One,1165,1677,1208,1746
One,1165,1876,1207,1945
One,809,1884,849,1953
One,636,1893,678,1962
One,279,2211,320,2281
One,421,2212,462,2281
One,793,2212,835,2281
One,934,2246,977,2316
One,1308,2212,1349,2280
One,1450,2211,1491,2281
One,542,2446,584,2516
One,1572,2429,1613,2497
Double,667,816,708,912
Double,1285,810,1327,878
Double,788,1160,830,1238
Double,279,1345,320,1416
Double,769,1361,809,1448
Double,1254,1345,1298,1415
Double,1337,1686,1381,1781
Double,278,1893,321,1962
Double,1318,1884,1359,1970
Double,258,2421,300,2519
Double,775,2438,814,2506
Double,1287,2421,1330,2520
RestOne,1165,1762,1182,1813
Double,787,1754,829,1814
RestOne,1019,1900,1036,1953
RestOne,1585,1901,1602,1952
RestOne,1076,2429,1093,2480
