classTitle,x1,y1,x2,y2
GClef,174,282,213,386
GClef,174,607,213,712
GClef,175,963,213,1068
GClef,174,1288,213,1394
GClef,174,1614,213,1719
GClef,174,1940,213,2045
GClef,174,2293,212,2398
FClef,175,462,215,507
FClef,175,787,215,833
FClef,175,1143,215,1189
FClef,175,1468,215,1514
FClef,175,1794,215,1839
FClef,175,2120,215,2166
FClef,175,2474,215,2520
Half,630,1319,664,1375
Half,691,1312,725,1370
Half,753,1319,786,1377
Half,813,1326,848,1383
Half,875,1333,909,1389
Half,937,1326,970,1384
Half,628,1977,662,2034
Half,688,1970,723,2029
Half,749,1977,783,2037
Half,812,1985,845,2041
Half,872,1977,906,2036
Half,934,1985,967,2041
One,375,291,409,362
One,497,291,531,361
One,768,290,803,361
One,890,291,925,361
One,1161,298,1193,368
One,1284,297,1317,368
One,1553,298,1587,369
One,1677,298,1709,368
One,374,617,408,688
One,496,617,529,686
One,765,616,800,687
One,888,616,922,687
One,1156,623,1191,694
One,1279,624,1313,695
One,1548,624,1582,694
One,1670,624,1704,695
One,857,1000,891,1057
One,1659,973,1695,1028
One,1660,1298,1695,1354
One,857,1659,892,1715
One,1431,1645,1465,1702
One,1554,1637,1586,1695
One,1676,1644,1711,1701
One,1660,1807,1695,1865
Double,235,466,270,524
Double,628,467,663,524
Double,1037,447,1072,504
Double,1431,446,1465,504
Double,235,792,271,849
Double,626,793,662,850
Double,1034,772,1069,829
Double,1425,772,1461,829
Double,235,993,270,1050
Double,235,1163,271,1220
Double,629,993,663,1050
Double,629,1148,663,1206
Double,1021,1135,1057,1191
Double,1021,1007,1058,1064
Double,1419,1007,1453,1064
Double,1418,1120,1454,1177
Double,235,1319,271,1375
Double,1021,1333,1057,1389
Double,1418,1333,1453,1389
Double,1420,1446,1453,1503
Double,1021,1461,1057,1517
Double,630,1474,663,1531
Double,235,1489,270,1545
Double,235,1651,270,1708
Double,628,1652,664,1708
Double,1037,1645,1072,1702
Double,1037,1779,1072,1835
Double,1430,1779,1466,1836
Double,629,1786,664,1843
Double,235,1800,270,1856
Double,235,1978,270,2034
Double,1034,1970,1070,2027
Double,1427,1970,1461,2028
Double,1034,2105,1068,2161
Double,1410,2120,1445,2175
Double,626,2112,662,2169
Double,235,2125,271,2183
Double,1410,2452,1444,2522
Double,1019,2452,1054,2522
Double,629,2466,663,2551
Double,239,2466,273,2550
RestOne,252,311,266,353
RestOne,645,311,659,353
RestOne,1037,311,1052,353
RestOne,1431,311,1445,353
RestOne,1426,637,1440,679
RestOne,1034,637,1048,679
RestOne,644,637,658,679
RestOne,252,637,266,679
