classTitle,x1,y1,x2,y2
GClef,282,499,320,601
GClef,174,838,211,942
GClef,173,1207,212,1311
GClef,173,1547,212,1652
GClef,172,1887,212,1992
GClef,173,2226,212,2331
FClef,282,676,322,722
FClef,174,1017,215,1063
FClef,175,1386,215,1432
FClef,174,1727,214,1774
FClef,173,2068,215,2113
FClef,174,2406,214,2452
Half,498,1570,535,1627
Half,593,1570,628,1628
Half,689,1578,721,1634
Half,313,1570,348,1628
Half,409,1563,441,1627
Half,237,1211,271,1281
Half,331,1213,363,1280
Half,423,1216,459,1273
Half,517,1218,551,1294
Half,610,1223,643,1280
Half,703,1224,738,1280
Quarter,781,1244,815,1301
Quarter,837,1237,871,1296
Half,1014,1237,1050,1293
Half,1110,1229,1148,1294
Half,1210,1231,1245,1293
Half,1308,1236,1344,1294
Half,1524,1244,1560,1305
Quarter,1406,1237,1440,1299
Quarter,1465,1244,1500,1302
Quarter,872,1570,907,1630
Quarter,931,1578,964,1634
Half,1179,1030,1215,1089
Half,1285,1038,1320,1095
Half,1196,854,1229,912
Half,1302,860,1337,917
Half,222,1571,255,1628
Half,236,1892,270,1961
Half,330,1894,362,1961
Half,423,1897,455,1954
Half,516,1900,553,1976
Half,610,1905,645,1961
Half,703,1904,737,1961
Quarter,781,1925,814,1981
Quarter,836,1919,872,1978
Half,1016,1918,1050,1974
Half,1113,1911,1147,1975
Half,1184,1740,1219,1797
Half,1290,1747,1325,1804
Half,1210,1910,1245,1974
Half,1308,1919,1342,1974
Half,1526,1927,1560,1985
Half,222,2250,255,2305
Half,313,2250,347,2306
Half,406,2243,441,2307
Half,497,2250,534,2306
Half,592,2249,626,2306
Half,684,2257,717,2314
Quarter,870,2250,903,2308
Quarter,928,2257,962,2313
Half,1180,2419,1215,2479
Half,1284,2426,1321,2484
Half,1562,2250,1597,2308
Half,1666,2258,1702,2314
Half,1359,681,1392,740
Half,1683,851,1717,911
One,393,528,426,599
One,564,527,599,598
One,736,534,770,606
One,908,535,943,606
One,1108,528,1142,598
One,1276,528,1309,598
One,1462,527,1496,598
One,1629,535,1663,598
One,1108,676,1142,732
One,239,869,274,939
One,430,868,463,939
One,620,875,655,946
One,810,875,845,946
One,1025,847,1060,904
One,1407,868,1442,924
One,1009,1023,1043,1080
One,1407,1002,1441,1058
One,1577,1023,1612,1080
Half,1690,1562,1722,1621
One,1014,1733,1046,1790
One,1413,1712,1446,1768
One,1568,1727,1601,1782
Quarter,1406,1919,1440,1979
Quarter,1466,1926,1500,1982
One,1009,2412,1043,2469
One,1407,2391,1442,2447
One,1562,2405,1596,2462
Double,392,662,427,718
Double,737,683,771,740
Double,1462,691,1496,747
Double,239,1002,275,1059
Double,620,1024,655,1080
Double,220,1385,255,1456
Double,593,1357,628,1442
Double,1015,1350,1050,1435
Double,1405,1364,1440,1449
Double,1012,1585,1047,1641
Double,592,1697,628,1782
Double,220,1727,255,1797
Double,220,2067,255,2137
Double,593,2038,628,2123
Double,1015,2031,1050,2116
Double,1405,2045,1440,2131
Double,1008,2264,1044,2320
Double,591,2377,627,2461
Double,221,2406,255,2476
RestOne,1639,1236,1653,1279
RestOne,1639,1918,1653,1959
RestHalf,1577,877,1593,903
RestHalf,911,1246,926,1272
RestHalf,797,1586,811,1612
RestHalf,1583,1587,1598,1612
RestHalf,911,1928,926,1954
RestHalf,793,2267,808,2292
