classTitle,x1,y1,x2,y2
GClef,177,286,215,391
GClef,176,611,214,716
GClef,177,936,215,1041
GClef,176,1261,214,1365
GClef,177,1623,214,1729
GClef,177,1949,214,2052
GClef,177,2289,214,2394
FClef,177,464,216,511
FClef,177,789,216,836
FClef,177,1115,217,1162
FClef,177,1440,217,1486
FClef,177,1801,216,1848
FClef,177,2128,216,2175
FClef,177,2468,216,2515
Half,398,309,430,366
Half,779,295,813,351
Half,882,294,918,351
Quarter,1018,310,1051,373
Quarter,1085,317,1119,377
Half,1156,324,1188,380
Half,1281,295,1313,352
Half,1392,301,1426,359
Half,224,633,257,690
Half,317,634,350,691
Half,411,627,444,691
Half,502,634,536,690
Half,597,634,629,691
Half,687,641,725,697
Quarter,875,633,908,692
Quarter,933,641,966,697
Half,1567,634,1601,691
Half,1674,641,1708,698
Half,398,960,431,1016
Half,502,945,536,1008
Half,779,945,812,1001
Half,884,945,918,1002
Quarter,1018,959,1051,1023
Quarter,1086,966,1119,1027
Half,1154,973,1188,1030
Half,1187,804,1219,860
Half,1292,811,1325,866
Half,1281,946,1315,1000
Half,1392,952,1426,1009
Half,226,1284,257,1340
Half,319,1284,350,1341
Half,410,1277,442,1341
Half,504,1284,535,1340
Half,596,1283,628,1341
Half,689,1291,720,1346
Quarter,872,1284,905,1341
Quarter,932,1291,963,1347
Half,1683,1275,1717,1334
Half,1182,1453,1215,1510
Half,1287,1460,1320,1517
Half,239,1627,271,1696
Half,333,1630,364,1696
Half,425,1632,457,1688
Half,518,1635,550,1710
Half,611,1640,643,1696
Half,705,1639,736,1696
Quarter,782,1662,816,1717
Quarter,839,1654,873,1712
Half,1018,1654,1050,1711
Half,1114,1646,1148,1710
Half,1211,1647,1245,1710
Half,1310,1654,1343,1709
Quarter,1408,1654,1440,1714
Quarter,1467,1661,1500,1718
Half,1525,1661,1560,1721
Half,225,1971,258,2029
Half,318,1972,351,2028
Half,410,1965,443,2028
Half,503,1971,536,2028
Half,596,1972,629,2028
Half,691,1979,723,2035
Quarter,878,1972,909,2029
Quarter,933,1979,965,2035
Half,1214,2141,1247,2199
Half,1336,2149,1369,2205
Half,374,2305,406,2362
Half,457,2311,490,2369
Half,675,2328,707,2383
Half,758,2331,792,2391
Half,358,2481,392,2539
Half,441,2489,476,2546
Half,676,2461,707,2517
Half,758,2467,791,2524
One,226,324,260,379
One,608,289,642,344
Half,502,295,537,359
One,1015,796,1048,852
One,1413,775,1448,832
One,1568,789,1602,845
One,608,938,641,994
One,226,974,260,1029
One,1009,1446,1044,1502
One,1408,1425,1441,1481
One,1562,1440,1596,1495
One,1014,2134,1048,2190
One,239,2298,273,2354
One,541,2320,573,2376
One,869,2341,903,2397
One,1035,2334,1070,2390
One,869,2475,903,2531
One,1035,2482,1069,2538
One,541,2454,574,2510
One,223,2475,257,2531
Double,225,430,261,514
Double,607,429,642,521
Double,1016,442,1052,527
Double,1488,465,1523,535
Double,1014,648,1048,704
Double,594,761,630,845
Double,223,790,257,859
Double,225,1079,261,1163
Double,608,1079,642,1170
Double,1016,1093,1051,1178
Double,1489,1114,1523,1184
Double,1488,959,1523,1016
Double,1010,1298,1045,1354
Double,593,1410,629,1496
Double,223,1439,258,1509
Double,223,1802,258,1872
Double,594,1774,630,1858
Double,1016,1767,1051,1851
Double,1406,1781,1441,1865
Double,223,2127,257,2197
Double,595,2099,630,2183
Double,1474,2113,1509,2169
Double,1200,2319,1236,2390
Double,1184,2468,1219,2538
Four,1029,1985,1054,2000
Four,1496,2361,1520,2390
Four,1496,2468,1520,2511
Double,1489,309,1523,365
RestOne,1639,1653,1653,1695
RestHalf,795,1301,810,1326
RestHalf,1578,1301,1593,1326
RestHalf,913,1663,928,1689
RestHalf,798,1988,813,2014
