classTitle,x1,y1,x2,y2
GClef,179,307,225,435
GClef,180,508,225,635
GClef,179,917,225,1045
GClef,180,1134,225,1261
GClef,181,1557,225,1684
FClef,180,1805,229,1862
FClef,180,2450,229,2509
GClef,180,2212,226,2341
Half,243,321,286,383
Half,800,322,845,383
Half,880,313,924,379
Half,323,313,364,379
Half,530,537,572,601
Half,610,534,651,593
Half,752,944,792,1036
Half,819,945,861,1029
Half,888,945,929,1011
Half,955,945,999,1036
Half,1024,945,1067,1028
Half,1093,945,1134,1010
Half,1160,945,1203,1036
Half,1228,945,1272,1028
Half,1322,945,1365,1011
Half,1393,945,1436,1036
Half,1464,945,1506,1028
Half,1535,945,1576,1011
Half,277,1562,319,1650
Half,340,1563,380,1640
Half,402,1562,442,1622
Half,463,1562,505,1650
Half,525,1563,567,1640
Half,588,1563,628,1623
Half,649,1562,692,1650
Half,711,1562,753,1640
Half,800,1562,842,1622
Half,873,1561,914,1650
Half,945,1562,987,1640
Half,1019,1563,1061,1623
Half,1285,1623,1327,1683
Half,1346,1614,1390,1683
Half,1410,1597,1451,1684
Half,1471,1623,1513,1683
Half,1533,1614,1576,1683
Half,1595,1597,1637,1683
Half,1658,1624,1700,1683
Half,1720,1614,1761,1683
Half,244,2253,286,2339
Half,327,2280,369,2340
Half,411,2271,451,2339
Half,492,2253,536,2339
Half,900,2253,943,2318
Half,974,2245,1016,2314
Half,1044,2236,1086,2301
Half,1116,2227,1159,2299
Half,1189,2218,1230,2298
Half,1260,2210,1303,2296
One,400,297,444,373
One,959,297,1002,373
One,1067,297,1111,373
One,1342,288,1385,374
One,1565,348,1606,417
One,1693,559,1734,627
One,1451,548,1493,618
One,1177,558,1220,626
One,668,558,710,626
One,289,967,331,1035
FClef,353,1170,391,1213
One,380,1192,423,1261
One,569,1167,611,1235
One,752,1149,792,1217
One,867,1166,910,1234
One,1024,1175,1066,1245
One,1141,1166,1182,1235
One,1323,1149,1365,1218
One,1444,1166,1486,1234
One,1604,1175,1647,1244
One,1687,1166,1729,1234
One,255,1814,299,1882
One,380,1780,424,1848
One,525,1788,567,1857
One,629,1780,671,1848
One,779,1813,822,1882
One,925,1780,967,1848
One,1093,1788,1135,1857
One,1157,1780,1201,1848
One,1284,1806,1327,1873
One,1409,1771,1451,1839
One,1533,1831,1576,1900
One,1657,1771,1699,1839
One,801,2262,843,2330
One,1357,2202,1400,2278
One,1577,2487,1619,2564
One,801,2425,844,2494
One,675,2417,719,2485
One,576,2476,619,2545
One,410,2416,452,2484
One,243,2451,286,2519
Double,495,941,537,1053
Double,1071,1606,1116,1674
Double,1605,941,1646,1010
Double,576,2254,619,2321
RestOne,1198,347,1215,399
RestOne,1471,347,1487,400
RestOne,1692,347,1710,399
RestOne,1584,547,1600,600
RestOne,1362,547,1379,600
RestOne,1089,547,1106,600
RestOne,400,956,418,1009
RestOne,289,1172,305,1225
RestOne,494,1173,512,1225
RestOne,920,2456,938,2510
RestOne,1478,2252,1494,2305
RestOne,1677,2457,1694,2509
