classTitle,x1,y1,x2,y2
FClef,172,2476,213,2522
GClef,174,2296,211,2401
GClef,172,1795,212,1900
FClef,174,1974,214,2020
FClef,173,1472,214,1518
GClef,173,1292,212,1397
GClef,172,788,212,892
FClef,174,967,213,1014
FClef,173,464,213,511
GClef,173,285,212,390
Half,236,330,269,388
Half,766,322,802,380
Half,881,315,913,375
Half,402,841,438,897
Half,507,825,543,889
Half,799,796,837,853
Half,906,790,939,847
Half,1023,825,1056,881
Half,1133,825,1167,883
Half,396,1343,430,1400
Half,494,1329,530,1394
Half,610,1294,647,1351
Half,711,1297,747,1350
Half,811,1298,844,1356
Half,912,1300,943,1357
Half,403,1846,438,1903
Half,510,1832,543,1896
Half,618,1839,648,1894
Half,800,1803,834,1861
Half,905,1797,939,1854
Half,1024,1832,1056,1888
Half,1135,1832,1167,1889
Half,402,2347,436,2405
Half,507,2334,541,2399
Half,782,2333,815,2391
Half,885,2327,919,2386
Half,1017,2320,1051,2385
Half,1137,2334,1171,2389
One,346,329,380,385
One,586,329,620,385
One,615,833,649,889
One,1423,932,1456,995
One,1601,939,1636,995
One,1039,1323,1072,1378
One,1023,1449,1056,1507
One,1417,1457,1451,1513
One,1591,1485,1625,1541
One,1602,1945,1636,2001
One,611,2326,646,2383
One,1259,2334,1292,2390
Double,1016,315,1050,372
Double,234,959,269,1030
Double,614,953,650,1023
Double,1021,931,1057,1002
Double,233,1463,269,1534
Double,595,1456,630,1527
Double,233,1965,269,2037
Double,614,1959,649,2029
Double,1021,1937,1058,2009
Double,232,2468,269,2539
Double,610,2461,647,2531
Four,250,464,274,478
Four,1032,449,1056,464
Four,1032,2454,1056,2470
RestOne,1261,818,1275,860
RestOne,250,818,265,860
RestOne,250,1321,265,1363
RestOne,1229,1321,1243,1363
RestOne,1229,1477,1243,1519
RestOne,251,1825,265,1866
RestOne,1261,1825,1275,1866
RestOne,1439,1980,1453,2021
RestOne,251,2326,265,2368
