classTitle,x1,y1,x2,y2
GClef,266,530,311,658
GClef,175,1085,219,1213
GClef,175,1627,218,1754
GClef,174,2193,218,2321
FClef,174,2414,221,2468
FClef,174,1848,221,1904
FClef,173,1307,222,1363
FClef,265,766,313,820
OpeningBracket,230,561,244,831
OpeningBracket,138,1118,154,1373
OpeningBracket,138,1660,153,1914
OpeningBracket,138,2226,153,2480
Half,523,538,565,622
Half,591,536,632,613
Half,658,536,698,604
Half,725,534,763,594
Half,1203,578,1243,638
Half,1269,570,1310,637
Half,1337,560,1377,635
Half,1402,552,1444,634
Half,360,1125,401,1206
Half,427,1134,467,1209
Half,493,1142,532,1210
Half,558,1152,598,1211
Half,760,1090,800,1150
Half,826,1091,866,1160
Half,892,1092,933,1167
Half,957,1094,998,1177
Half,1147,1094,1189,1176
Half,1212,1095,1251,1167
Half,1278,1095,1316,1160
Half,1343,1095,1383,1176
Half,1513,1330,1554,1395
Half,1577,1279,1620,1394
Half,1645,1287,1685,1393
Half,1712,1296,1751,1391
Half,386,1636,425,1719
Half,455,1635,496,1710
Half,525,1634,564,1702
Half,595,1632,635,1693
Half,1093,1676,1133,1736
Half,1161,1667,1203,1735
Half,1232,1659,1273,1732
Half,1302,1650,1343,1732
Half,1495,1822,1537,1903
Half,1567,1830,1607,1905
Half,1637,1838,1676,1906
Half,1708,1848,1747,1908
Half,366,2232,408,2316
Half,437,2242,478,2317
Half,508,2251,548,2319
Half,577,2260,619,2319
Half,793,2199,831,2259
Half,862,2200,904,2269
Half,932,2200,974,2276
Half,1003,2203,1043,2286
Half,1203,2204,1244,2269
Half,1274,2204,1313,2276
Half,1344,2206,1385,2286
Half,1415,2207,1456,2293
One,411,570,452,638
One,799,570,840,639
One,912,552,954,621
One,1004,553,1047,621
One,1109,561,1151,629
One,1497,543,1540,612
One,1610,552,1653,621
One,1702,552,1743,621
One,638,757,679,826
One,269,1134,310,1202
One,650,1142,691,1211
One,1056,1117,1098,1184
One,1036,1271,1077,1339
One,1126,1288,1168,1355
One,1257,1305,1300,1373
One,1422,1271,1463,1339
One,269,1667,310,1736
One,672,1667,715,1736
One,790,1650,831,1719
One,885,1650,928,1719
One,995,1658,1037,1727
One,1399,1642,1440,1710
One,1516,1650,1557,1719
One,1655,1650,1697,1719
One,1399,1830,1440,1898
One,769,1830,811,1898
One,866,1847,908,1916
One,673,1847,714,1916
One,503,1839,547,1907
One,269,2242,311,2312
One,674,2251,717,2319
One,1107,2208,1148,2276
One,507,2422,548,2481
One,913,2397,954,2464
One,1085,2388,1128,2456
One,1183,2379,1225,2447
One,1323,2440,1366,2508
One,1678,2422,1719,2491
Double,410,730,452,833
Double,800,748,840,816
Double,1110,739,1150,808
Double,1497,748,1539,817
Double,1441,1099,1484,1168
Double,269,1296,310,1365
Double,650,1306,692,1373
Double,269,1829,310,1898
Double,995,1820,1037,1890
Double,1512,2217,1555,2287
Double,270,2403,310,2474
Double,675,2413,716,2482
Double,1492,2414,1534,2482
