classTitle,x1,y1,x2,y2
GClef,171,320,217,447
GClef,171,930,216,1057
GClef,171,1564,217,1691
GClef,171,2239,216,2367
FClef,171,547,219,603
FClef,171,1178,219,1234
FClef,171,1841,219,1897
FClef,171,2464,219,2519
Half,364,334,405,403
Half,429,327,471,404
Half,497,318,538,404
Half,564,335,605,404
Half,754,361,796,425
Half,822,353,862,425
Half,890,344,929,425
Half,956,361,997,426
Half,1142,352,1183,421
Half,1208,344,1249,423
Half,1275,335,1315,424
Half,1342,361,1382,425
Half,1547,378,1588,442
Half,1616,369,1655,441
Half,268,997,308,1056
Half,346,987,384,1055
Half,421,980,461,1054
Half,498,970,538,1052
Half,575,962,614,1051
Half,650,953,691,1051
Half,389,1591,429,1656
Half,463,1593,504,1664
Half,775,1591,817,1656
Half,849,1594,891,1664
Half,1394,1586,1435,1647
Half,1468,1587,1508,1656
Half,1542,1589,1583,1664
Half,1616,1590,1657,1656
Half,287,2253,328,2357
Half,359,2253,402,2348
Half,432,2252,473,2340
Half,506,2251,547,2332
Half,578,2250,621,2323
Half,652,2250,693,2314
Half,1062,2296,1104,2361
Half,1136,2280,1178,2358
One,270,318,313,386
One,663,327,703,395
One,1048,335,1090,403
One,1455,370,1497,438
One,1701,335,1742,404
One,1701,546,1742,615
One,1274,565,1315,632
One,1140,547,1183,614
One,1048,564,1090,633
One,753,944,797,1012
One,859,953,902,1022
One,965,962,1008,1031
One,1105,953,1145,1021
One,1230,945,1273,1013
One,1315,978,1358,1048
One,753,1160,797,1229
One,859,1143,902,1211
One,965,1152,1007,1220
One,1105,1144,1146,1211
One,1212,1186,1251,1255
One,1316,1169,1357,1237
One,1455,1144,1496,1212
One,1561,1204,1602,1272
One,1665,1152,1708,1220
One,267,1604,308,1672
One,538,1587,579,1656
One,652,1596,694,1663
One,923,1587,965,1656
One,1033,1604,1075,1673
One,1136,1613,1178,1681
One,1238,1621,1280,1689
One,1690,1578,1732,1647
One,516,1822,559,1890
One,903,1813,944,1883
One,1033,1822,1075,1890
One,1136,1831,1177,1899
One,1237,1839,1281,1908
One,732,2289,773,2357
One,833,2297,875,2365
One,954,2253,996,2322
One,1229,2263,1271,2332
One,1330,2272,1372,2339
One,558,2471,600,2540
One,733,2480,773,2548
One,834,2463,875,2531
One,934,2471,976,2539
One,1063,2463,1104,2531
One,1229,2454,1271,2522
One,1309,2488,1351,2556
One,1442,2463,1485,2530
One,1545,2488,1585,2556
One,1665,2471,1707,2540
Double,270,547,313,615
Double,662,555,703,624
Double,1455,537,1497,607
Double,1455,969,1496,1039
Double,267,1168,308,1237
Double,266,1821,308,1890
Double,388,1762,430,1822
Double,652,1813,693,1882
Double,775,1754,816,1814
Double,1373,1804,1415,1873
Double,1463,2263,1506,2375
Double,266,2488,308,2557
RestOne,671,1743,689,1795
RestOne,287,1761,304,1813
