classTitle,x1,y1,x2,y2
GClef,281,500,320,604
GClef,173,928,211,1032
GClef,173,1356,211,1460
GClef,173,1784,211,1888
GClef,173,2210,211,2315
GClef,173,2386,211,2490
FClef,174,1962,213,2009
FClef,174,1535,213,1581
FClef,174,1106,213,1153
FClef,282,679,321,725
Half,261,2218,293,2275
Half,323,2219,355,2277
Half,383,2219,417,2275
Half,446,2219,480,2275
Half,508,2219,542,2275
Half,569,2219,604,2275
Half,633,2219,666,2275
Half,693,2218,728,2275
Half,755,2219,791,2275
Half,819,2219,852,2275
Half,880,2219,915,2275
Half,944,2219,978,2275
Half,1034,2219,1066,2275
Half,1095,2219,1129,2276
Half,1157,2219,1191,2275
Half,1218,2219,1253,2275
Half,1280,2219,1316,2275
Half,1344,2218,1377,2275
Half,1403,2219,1439,2275
Half,1467,2219,1500,2276
Half,1529,2219,1564,2275
Half,1591,2226,1625,2283
Half,1654,2225,1687,2283
Half,1716,2226,1750,2283
Half,259,2381,293,2439
Half,322,2381,355,2437
Half,385,2381,418,2439
Half,445,2381,480,2438
Half,508,2381,543,2437
Half,569,2382,604,2437
Half,631,2381,666,2437
Half,693,2381,728,2438
Half,755,2380,791,2437
Half,818,2381,852,2437
Half,879,2381,914,2438
Half,944,2381,976,2436
Half,1715,2388,1750,2445
Half,1032,2381,1067,2437
Half,1094,2381,1129,2437
Half,1156,2380,1191,2436
Half,1218,2381,1253,2437
Half,1280,2381,1315,2437
Half,1342,2381,1377,2437
Half,1404,2381,1439,2438
Half,1466,2381,1501,2438
Half,1528,2381,1563,2438
Half,1590,2388,1625,2445
Half,1652,2388,1687,2445
One,919,502,952,594
One,1008,510,1042,601
One,903,679,937,734
One,992,685,1026,742
One,1601,693,1635,750
One,1689,700,1724,756
One,824,943,857,1028
One,922,943,957,1028
One,1432,937,1467,1022
One,823,1092,857,1148
One,923,1092,955,1148
One,1417,1127,1451,1183
One,822,1358,854,1449
One,922,1365,956,1457
Double,1045,1358,1080,1444
Double,1226,1358,1261,1443
Double,1436,1372,1470,1464
One,1596,1358,1629,1443
One,1694,1365,1729,1449
One,805,1535,840,1590
One,907,1542,940,1597
One,1579,1548,1614,1605
One,1679,1555,1712,1611
One,820,1799,854,1885
One,919,1800,953,1885
Double,1042,1793,1076,1878
Double,1222,1793,1257,1878
One,1427,1793,1461,1878
One,821,1948,853,2005
One,919,1948,954,2004
One,1411,1983,1445,2040
GClef,1752,1955,1781,2034
One,1617,502,1651,587
One,1706,509,1738,594
Double,424,501,460,595
Double,571,530,605,601
Double,774,501,808,594
Double,1125,516,1160,609
Double,1286,516,1320,609
Double,1473,516,1509,608
Double,1458,692,1492,749
Double,758,679,793,735
Double,276,944,310,1029
Double,455,943,490,1029
Double,662,944,698,1029
Double,1045,937,1079,1022
Double,1227,937,1261,1021
Double,662,1091,698,1149
Double,272,1358,307,1450
Double,438,1385,472,1456
Double,660,1358,694,1450
Double,642,1534,679,1590
Double,1419,1548,1454,1605
Double,661,1800,696,1885
Double,455,1800,489,1885
Double,276,1800,310,1885
Double,661,1948,696,2005
Four,425,678,448,693
Four,1125,692,1149,707
Four,1045,1127,1069,1142
Four,271,1534,296,1548
Four,1045,1548,1069,1562
Four,276,1989,300,2005
Four,1042,1982,1065,1998
RestOne,1532,957,1548,999
RestOne,1533,1113,1547,1154
RestOne,1526,1813,1541,1856
RestOne,1527,1969,1541,2011
