classTitle,x1,y1,x2,y2
GClef,287,501,324,604
GClef,179,926,217,1030
GClef,179,1352,217,1456
GClef,179,1779,217,1883
GClef,178,2204,217,2308
FClef,288,678,326,724
FClef,179,1104,218,1150
FClef,179,1531,219,1578
FClef,178,1957,218,2004
FClef,179,2402,218,2449
OpeningBracket,245,524,264,733
OpeningBracket,136,950,156,1160
OpeningBracket,137,1376,158,1586
OpeningBracket,137,1803,156,2012
OpeningBracket,137,2229,156,2458
Half,458,535,492,601
Half,513,531,546,586
Half,567,516,601,573
Half,621,519,656,587
Half,676,523,710,601
Half,809,534,843,601
Half,864,531,898,586
Half,918,509,951,565
Half,973,513,1006,587
Half,1029,515,1061,601
Half,1160,534,1193,601
Half,1215,530,1250,586
Half,1270,516,1302,573
Half,1324,518,1358,586
Half,1380,522,1414,601
Half,1515,535,1548,601
Half,1574,531,1607,586
Half,1728,529,1761,587
Half,676,671,710,728
Half,1029,671,1063,727
Half,1379,670,1413,727
Half,403,941,437,999
Half,583,941,617,999
Half,680,935,712,992
Half,743,936,776,992
Half,807,935,840,991
Half,973,955,1006,1012
Half,1171,941,1206,999
Half,1351,941,1385,999
Half,1447,935,1481,991
Half,1504,935,1539,991
Half,1562,935,1597,991
Half,1735,941,1770,999
Half,370,1360,403,1418
Half,552,1360,586,1418
Half,761,1367,796,1426
Half,943,1375,977,1432
Half,1179,1367,1214,1425
Half,1728,1382,1762,1440
Half,1604,1082,1639,1168
Half,1663,1097,1695,1172
Half,1721,1118,1753,1174
Half,1020,1558,1053,1615
Half,1092,1544,1125,1612
Half,1162,1530,1197,1609
Half,1427,1514,1461,1595
Half,1492,1513,1523,1580
Half,1556,1509,1590,1566
Half,367,1794,401,1852
Half,550,1794,586,1852
Half,767,1787,801,1845
Half,813,1823,847,1882
Half,935,1823,969,1882
Half,1136,1817,1170,1875
Half,1317,1817,1352,1875
Half,1416,1816,1448,1875
Half,1475,1817,1510,1874
Half,1537,1809,1570,1867
Half,1719,1816,1751,1873
Half,629,1964,663,2020
Half,691,1950,724,2017
Half,750,1936,786,2016
Half,814,1957,847,2014
Half,875,1942,908,2010
Half,934,1929,970,2008
Half,1594,1936,1630,2015
Half,1655,1950,1690,2018
Half,1717,1964,1750,2021
Half,346,2234,381,2293
Half,540,2234,574,2293
Half,744,2228,779,2286
Half,808,2227,841,2284
Half,870,2228,902,2288
Half,933,2235,965,2290
Half,1018,2234,1051,2293
Half,1708,2219,1744,2277
Half,409,2374,444,2452
Half,476,2389,509,2456
Half,540,2402,573,2459
Half,1033,2380,1066,2458
Half,1094,2377,1127,2444
Half,1155,2375,1186,2431
Half,1200,2395,1234,2481
Half,1261,2416,1294,2484
Half,1321,2430,1355,2487
One,1633,510,1666,565
One,403,664,437,720
One,567,664,601,720
One,755,679,787,735
One,919,679,952,734
One,1106,664,1139,720
One,1270,664,1304,720
Double,1457,678,1491,734
One,293,942,326,999
One,473,942,506,999
One,871,935,903,991
One,1061,941,1094,999
One,1241,943,1274,999
One,1621,935,1654,991
One,680,1054,712,1097
One,870,1055,904,1097
One,1431,1083,1466,1175
One,257,1361,292,1418
One,440,1362,473,1418
One,649,1362,683,1418
One,830,1368,865,1425
One,1035,1369,1069,1426
One,1251,1369,1284,1425
One,1607,1530,1640,1587
One,1234,1510,1269,1566
One,815,1503,848,1586
One,632,1510,667,1594
One,254,1796,286,1851
One,438,1795,472,1852
One,644,1789,679,1845
One,1023,1817,1058,1873
One,1205,1817,1240,1872
One,1595,1809,1630,1866
One,410,2234,444,2290
One,242,2234,276,2290
One,645,2228,679,2284
One,1078,2242,1112,2297
One,1199,2242,1234,2297
One,1585,2235,1619,2291
One,1421,2403,1455,2458
One,645,2389,679,2473
One,241,2375,276,2458
One,1414,1937,1449,2020
One,426,1972,457,2028
One,254,1943,287,1999
Double,277,1105,312,1174
Double,663,1098,698,1174
Double,1044,1104,1080,1174
Double,242,1509,276,1594
Double,1023,1936,1058,2006
RestOne,1428,1382,1442,1424
RestOne,1623,1382,1638,1424
RestOne,1421,2234,1436,2274
RestOne,823,2409,838,2450
RestOne,1586,2409,1600,2450
RestHalf,404,539,419,566
RestHalf,755,539,770,566
RestHalf,1106,539,1121,566
RestHalf,1457,539,1472,565
RestHalf,890,1819,905,1844
