classTitle,x1,y1,x2,y2
GClef,170,281,209,387
GClef,171,786,209,891
GClef,170,1291,209,1396
GClef,170,1795,209,1901
GClef,171,2299,209,2404
FClef,171,2479,212,2526
FClef,170,1976,211,2023
FClef,171,1471,211,1518
FClef,171,966,211,1013
One,254,2479,289,2549
One,360,2479,395,2556
One,769,2470,803,2528
One,884,2464,918,2521
One,1000,2457,1034,2513
One,1115,2450,1149,2507
One,1016,2308,1050,2364
One,884,2344,918,2400
One,769,2336,803,2393
One,363,2343,395,2400
One,255,2329,289,2386
FClef,171,461,211,508
One,502,319,535,376
One,255,447,289,518
One,365,447,400,517
One,501,475,535,532
One,611,475,645,532
One,992,454,1027,525
One,1130,468,1162,539
One,1289,475,1324,532
One,1396,476,1430,532
One,1559,440,1594,511
One,1667,440,1701,511
One,255,817,289,873
One,366,831,399,887
One,764,824,797,880
One,878,831,912,887
One,1007,795,1042,852
One,1639,825,1673,881
One,1623,973,1657,1043
One,1488,958,1524,1029
One,1122,952,1156,1008
One,1008,952,1041,1008
One,894,959,928,1016
One,779,966,814,1023
One,628,980,663,1037
One,476,980,510,1036
One,365,966,399,1043
One,255,966,289,1036
One,254,1485,290,1541
One,360,1485,396,1541
One,524,1450,558,1520
One,630,1450,665,1520
One,769,1471,804,1541
One,876,1471,910,1548
One,983,1485,1016,1541
One,1130,1485,1162,1542
One,1301,1471,1335,1528
One,1417,1464,1451,1521
One,1532,1457,1567,1513
One,1633,1492,1666,1548
Half,1131,2315,1165,2372
Half,1202,2315,1237,2372
Half,563,2321,597,2386
Half,695,2327,729,2387
Half,1334,1811,1369,1869
Half,1597,1834,1632,1890
Half,1698,1833,1733,1891
Half,458,1308,492,1365
Half,630,1328,664,1387
Half,695,1329,729,1386
Half,1079,1313,1112,1379
Half,1210,1319,1244,1378
One,1287,1328,1319,1385
One,1402,1336,1435,1392
One,1533,1301,1566,1357
Half,1648,1308,1681,1365
Half,1720,1308,1754,1365
One,770,1322,804,1378
One,876,1336,910,1392
Half,1122,788,1156,845
Half,1192,794,1227,853
Half,576,809,610,874
Half,381,304,415,376
Half,448,298,484,356
Half,627,284,661,341
Half,695,289,729,347
Half,1493,298,1528,355
Half,1667,319,1701,377
Half,1733,320,1767,376
Quarter,483,2315,515,2372
Quarter,523,2317,556,2372
Quarter,1272,1815,1306,1875
Quarter,1210,1819,1244,1883
Quarter,1039,1310,1072,1365
Quarter,998,1308,1032,1365
Quarter,417,1311,452,1371
Quarter,377,1313,411,1378
Quarter,492,803,525,859
Quarter,534,805,566,859
Quarter,1412,305,1445,369
Quarter,1453,301,1487,362
Double,771,468,807,540
Double,1288,796,1323,852
Double,1272,986,1306,1044
Double,257,1953,293,2031
Double,632,1961,667,2031
Double,1031,1989,1066,2046
Double,1435,1954,1469,2025
Double,1527,2464,1563,2534
Double,1285,2457,1321,2534
Double,465,2493,501,2549
RestOne,272,312,286,354
RestOne,1306,312,1320,354
RestOne,1559,311,1574,354
RestOne,645,817,659,858
RestOne,272,1321,286,1363
RestOne,524,1320,538,1363
RestOne,1047,1826,1062,1868
RestOne,1435,1826,1449,1868
Four,1301,2357,1326,2373
RestHalf,629,2338,644,2364
Four,274,1854,298,1869
RestHalf,1144,1331,1160,1357
Four,788,334,812,347
