classTitle,x1,y1,x2,y2
GClef,263,501,310,630
FClef,262,725,312,782
FClef,173,1263,222,1320
FClef,172,1829,223,1885
FClef,173,2382,222,2438
GClef,173,2154,220,2282
GClef,172,1587,219,1715
GClef,173,1033,219,1162
OpeningBracket,228,534,242,789
OpeningBracket,138,1066,153,1328
OpeningBracket,137,1620,153,1894
OpeningBracket,138,2186,153,2446
Half,463,514,501,577
Half,515,516,554,584
Half,567,530,606,594
Half,621,531,660,602
Half,672,534,712,612
Half,724,537,767,620
Half,1192,548,1232,620
Half,1244,546,1286,611
Half,1468,545,1508,611
Half,1520,542,1562,601
Half,339,1046,378,1110
Half,397,1047,440,1116
Half,457,1062,498,1126
Half,515,1063,557,1134
Half,576,1065,616,1144
Half,635,1068,674,1152
Half,1153,1081,1194,1151
Half,1213,1078,1254,1143
Half,347,1601,388,1671
Half,412,1598,452,1664
Half,565,1598,607,1664
Half,631,1601,670,1671
Half,720,1599,762,1664
Half,786,1601,827,1670
Half,1117,1598,1160,1670
Half,1182,1598,1223,1664
Half,1248,1598,1287,1670
Half,1311,1598,1352,1680
Half,338,2165,378,2230
Half,397,2169,437,2239
Half,455,2183,496,2248
Half,515,2185,553,2254
Half,573,2184,614,2264
Half,632,2189,673,2272
Half,1159,2203,1199,2273
Half,1217,2199,1256,2264
One,803,560,845,629
One,876,559,916,629
One,948,560,991,629
One,1020,560,1064,629
One,1119,551,1162,620
One,1297,534,1339,603
One,1369,551,1412,620
One,1572,525,1614,594
One,1644,525,1688,594
One,803,708,844,776
One,856,724,897,793
One,928,742,969,811
One,1000,725,1042,793
One,1467,707,1510,776
One,1552,725,1594,793
One,1626,742,1666,810
One,1697,725,1740,793
One,718,1091,762,1159
One,802,1092,843,1160
One,882,1091,925,1160
One,965,1092,1005,1160
One,1071,1083,1115,1152
One,1273,1066,1316,1135
One,1356,1083,1397,1151
One,1463,1245,1505,1314
One,1525,1262,1567,1331
One,1627,1245,1668,1314
One,237,1083,279,1151
One,719,1245,761,1314
One,781,1263,823,1331
One,862,1280,905,1348
One,943,1262,987,1332
One,257,1603,300,1671
One,457,1637,498,1705
One,851,1612,892,1680
One,1377,1603,1417,1671
One,1445,1637,1488,1706
One,236,2204,279,2271
One,728,2213,769,2282
One,809,2212,850,2282
One,890,2212,931,2281
One,971,2213,1012,2281
One,1078,2204,1119,2272
One,1275,2187,1318,2255
One,1358,2204,1398,2272
One,1465,2365,1506,2434
One,1525,2382,1568,2451
One,950,2382,993,2450
One,868,2399,911,2467
One,786,2382,831,2451
One,727,2365,769,2434
Double,1464,1092,1505,1160
Double,939,1611,982,1680
Double,236,1803,279,1888
Double,701,1811,743,1896
Double,1097,1803,1139,1888
Double,1627,2365,1668,2433
Four,390,759,420,777
Four,1119,767,1149,785
Four,1072,1304,1103,1322
Four,257,1297,287,1314
Four,1580,1646,1611,1664
Four,1580,1828,1611,1863
Four,1078,2425,1109,2444
Four,1465,2262,1494,2281
Four,257,2416,287,2434
RestOne,1718,540,1735,593
RestOne,1708,1270,1725,1322
One,368,551,412,619
